,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
3351,2,2,2,2,2,1,2,2,2,2,2
3352,4,4,4,4,4,4,4,4,4,3,4
3353,2,2,2,2,2,2,2,2,2,2,2
3354,4,4,4,4,4,4,4,4,4,4,4
3355,4,4,4,4,4,4,3,4,4,4,4
3356,1,1,1,1,1,1,2,1,2,1,1
3357,4,4,4,4,4,4,4,4,4,4,4
3358,3,3,3,3,3,3,2,2,3,3,3
3359,2,2,3,2,2,3,2,2,2,2,3
3360,1,1,1,1,1,1,1,1,1,1,1
3361,4,4,4,4,4,4,4,4,4,4,4
3362,1,1,1,2,2,1,2,2,1,2,2
3363,2,2,3,3,3,2,3,3,2,3,2
3364,2,2,2,2,2,2,2,2,1,1,2
3365,1,1,1,1,1,1,1,1,1,1,1
3366,4,3,4,4,4,4,4,4,4,4,4
3367,2,2,2,2,2,3,2,2,2,2,2
3368,1,1,1,1,1,1,1,1,1,1,1
3369,3,3,4,3,3,3,3,3,3,3,3
3370,4,2,2,4,4,4,4,4,4,4,4
3371,3,3,4,4,4,3,4,4,3,4,3
3372,4,3,3,4,4,4,4,4,3,3,3
3373,2,2,2,2,2,2,1,1,1,2,2
3374,1,1,1,1,1,1,2,1,1,1,1
3375,3,3,3,3,3,3,4,3,4,4,3
3376,2,2,1,2,2,2,2,2,2,2,2
3377,1,2,3,2,1,1,1,1,1,1,1
3378,3,4,3,3,3,2,3,3,3,3,3
3379,1,1,1,1,1,1,1,2,2,2,1
3380,1,1,1,1,1,1,1,1,1,1,1
3381,2,1,2,3,2,3,2,2,2,2,2
3382,1,2,1,1,1,1,1,1,1,1,1
3383,3,3,3,4,3,3,4,3,3,4,4
3384,3,2,3,3,3,3,3,3,2,3,3
3385,1,1,1,1,1,1,1,1,1,1,1
3386,4,4,4,4,4,4,4,4,4,4,4
3387,2,1,2,3,3,2,2,2,3,2,2
3388,3,3,4,3,3,3,3,4,3,3,4
3389,1,1,2,1,1,1,1,1,1,2,1
3390,4,3,3,4,4,4,4,4,4,4,4
3391,3,2,3,3,3,3,3,3,3,3,3
3392,2,2,1,2,2,2,2,2,2,2,2
3393,1,1,1,1,1,1,1,1,1,1,1
3394,3,3,4,4,3,3,3,3,2,3,3
3395,2,2,2,2,2,2,2,2,2,2,1
3396,1,2,1,1,1,1,1,1,1,1,1
3397,1,1,1,1,1,1,1,1,1,1,1
3398,3,2,2,3,2,3,3,3,3,3,3
3399,3,4,3,3,3,3,4,3,4,4,4
3400,4,3,4,4,4,4,4,4,4,4,4
3401,1,1,1,1,1,1,1,1,1,1,1
3402,2,2,2,1,2,2,2,2,2,2,2
3403,1,1,1,1,1,1,1,1,1,1,1
3404,4,4,4,4,4,4,4,4,3,4,4
3405,3,3,3,4,3,3,3,3,3,2,3
3406,4,4,4,3,4,3,4,3,4,4,4
3407,1,1,1,1,1,1,1,1,1,1,1
3408,3,3,3,3,3,3,3,3,2,2,3
3409,4,4,4,4,4,4,3,4,4,3,4
3410,4,4,4,4,4,4,4,4,4,4,4
3411,4,4,4,4,4,4,4,4,4,4,4
3412,3,2,3,4,3,4,3,3,3,3,3
3413,3,4,4,3,4,4,3,3,4,4,3
3414,1,1,1,1,1,1,1,1,1,1,1
3415,1,1,1,1,1,1,1,1,1,1,1
3416,3,2,3,3,2,3,3,2,3,3,3
3417,1,1,1,1,1,1,1,1,1,1,1
3418,2,1,2,1,2,2,1,1,2,1,2
3419,2,2,1,2,2,1,2,1,2,2,2
3420,3,3,3,2,3,3,3,3,2,2,3
3421,4,3,4,4,4,4,4,4,4,4,4
3422,3,3,3,3,3,3,2,3,3,3,3
3423,2,1,2,2,2,1,1,2,1,1,2
3424,4,4,4,4,4,4,4,4,4,3,4
3425,4,4,4,4,4,4,4,4,4,4,4
3426,2,1,2,2,2,2,3,2,2,2,2
3427,3,4,3,3,3,3,3,3,3,3,3
3428,3,4,4,4,3,3,4,3,3,4,3
3429,2,2,2,2,2,3,2,2,3,2,2
3430,2,1,1,2,2,2,1,2,2,1,2
3431,2,2,2,2,2,2,2,2,2,3,2
3432,4,4,3,4,4,4,4,4,4,4,4
3433,4,3,3,4,4,3,4,4,4,4,4
3434,3,3,3,3,3,3,3,3,3,4,3
3435,2,2,2,2,2,2,3,2,2,2,2
3436,2,3,1,4,2,3,3,2,3,2,3
3437,2,2,2,2,2,2,2,2,3,2,2
3438,4,4,4,4,4,3,4,3,4,4,4
3439,4,3,3,3,4,4,4,4,4,4,3
3440,2,2,2,1,1,2,2,1,2,2,2
3441,3,3,3,3,3,3,3,3,4,3,3
3442,2,2,2,3,3,2,2,3,3,2,2
3443,1,2,1,1,1,1,1,1,1,1,1
3444,1,1,1,1,1,1,1,1,1,1,1
3445,4,4,4,4,4,4,4,4,4,4,4
3446,1,1,1,1,1,1,1,1,1,1,1
3447,2,1,2,2,2,2,2,2,1,2,2
3448,2,1,2,2,2,2,2,2,2,2,2
3449,2,2,3,2,2,2,2,2,2,3,2
3450,1,2,1,1,1,1,1,1,1,1,1
3451,2,1,2,2,2,2,3,2,2,3,3
3452,2,3,3,2,2,1,2,2,1,2,1
3453,3,4,4,3,4,3,4,3,3,4,4
3454,2,2,1,1,2,1,1,2,2,2,2
3455,1,2,2,1,1,1,1,1,1,1,1
3456,1,1,1,1,1,2,1,1,1,1,1
3457,2,1,1,2,1,1,2,2,2,2,1
3458,3,3,2,3,3,3,3,3,2,3,3
3459,3,3,3,3,3,3,4,3,3,4,3
3460,4,4,4,4,4,4,4,4,4,4,4
3461,1,1,1,1,1,1,1,1,1,1,1
3462,4,4,3,3,3,3,3,3,4,3,4
3463,4,4,4,4,4,4,4,4,4,4,4
3464,3,3,4,4,3,3,4,3,4,4,3
3465,4,3,4,4,3,3,3,4,3,4,4
3466,4,4,4,3,4,4,3,4,3,4,3
3467,2,3,2,2,2,2,2,2,2,2,2
3468,2,3,2,2,2,2,3,2,2,2,2
3469,1,1,1,1,2,1,1,1,2,1,1
3470,3,2,1,2,3,2,3,4,3,3,2
3471,2,2,2,2,1,1,2,2,2,2,2
3472,1,1,2,2,2,1,1,1,1,1,1
3473,2,2,3,2,2,2,2,2,2,2,2
3474,4,4,4,4,4,4,4,4,4,4,4
3475,1,2,2,1,1,1,2,1,1,1,1
3476,1,1,1,1,1,1,1,1,1,1,1
3477,1,2,1,1,1,1,1,1,1,1,1
3478,3,2,3,3,3,2,2,3,2,2,2
3479,1,1,1,1,1,1,1,1,1,1,1
3480,2,2,2,2,2,1,2,1,2,1,2
3481,2,1,2,2,2,2,1,2,2,2,2
3482,1,1,1,1,1,1,1,1,1,1,1
3483,4,4,4,4,4,4,4,4,4,4,4
3484,3,2,3,3,2,2,3,2,3,3,2
3485,3,4,3,4,3,3,3,3,3,3,3
3486,3,3,4,3,3,2,4,3,3,3,3
3487,3,3,3,3,3,4,3,3,3,3,3
3488,1,1,1,1,1,1,1,1,1,1,1
3489,4,4,4,4,4,4,4,4,4,4,4
3490,1,1,1,1,1,1,1,1,1,1,1
3491,2,2,2,2,3,2,2,1,2,2,2
3492,2,2,1,2,2,2,2,2,2,2,2
3493,1,2,1,1,1,1,1,1,1,1,1
3494,2,1,2,3,3,2,2,2,3,2,3
3495,4,4,4,4,4,4,4,4,4,4,4
3496,1,1,1,1,1,2,1,1,1,1,1
3497,4,4,4,4,4,4,4,4,4,4,4
3498,4,3,4,4,4,4,4,4,4,4,4
3499,4,4,4,4,4,4,4,4,4,4,4
3500,2,3,2,2,2,2,1,1,1,2,1
3501,4,4,4,4,3,3,4,3,3,3,4
3502,3,3,4,3,3,3,3,4,3,3,3
3503,2,2,2,2,2,2,1,2,2,1,2
3504,4,3,4,4,4,4,4,4,4,4,4
3505,2,1,1,1,2,1,1,2,1,1,2
3506,1,1,1,2,2,1,3,2,2,1,2
3507,1,2,1,2,1,2,1,1,1,1,1
3508,1,1,1,1,1,1,1,1,1,1,1
3509,2,1,2,2,2,1,1,1,1,1,2
3510,2,2,4,2,2,2,3,2,3,3,3
3511,3,3,3,3,3,3,3,3,2,3,3
3512,4,4,4,4,4,4,4,4,4,4,4
3513,1,1,1,1,1,1,1,1,1,1,1
3514,1,1,1,1,1,1,1,1,1,1,1
3515,1,1,1,1,1,1,1,1,1,1,1
3516,4,4,4,4,4,4,4,4,4,4,4
3517,4,4,4,4,4,4,4,4,4,4,4
3518,1,1,1,1,1,1,1,1,1,1,1
3519,3,2,2,3,3,3,3,3,3,3,3
3520,3,2,2,3,3,3,3,3,3,3,3
3521,1,3,2,1,1,1,2,2,2,1,1
3522,1,1,1,1,1,1,1,1,1,1,1
3523,3,3,2,3,3,2,3,2,2,3,2
3524,4,4,4,4,3,4,4,4,3,4,3
3525,4,4,4,4,4,4,4,4,4,4,4
3526,3,3,3,3,3,3,3,3,3,3,3
3527,2,2,3,2,2,2,2,2,2,2,3
3528,3,2,3,3,3,4,3,3,3,3,4
3529,1,1,1,1,1,1,1,1,1,1,1
3530,3,3,3,3,3,3,3,3,3,3,4
3531,4,4,4,4,4,4,4,4,4,4,4
3532,3,2,4,3,2,2,2,2,2,2,2
3533,4,3,2,4,4,3,3,4,4,3,3
3534,3,3,3,3,3,3,3,4,3,3,3
3535,3,1,2,3,3,2,2,3,3,3,3
3536,3,3,3,3,4,4,3,3,3,3,4
3537,1,1,1,1,1,1,1,1,1,1,1
3538,1,1,1,1,1,1,1,1,1,1,1
3539,2,1,2,3,3,3,2,2,2,2,2
3540,4,4,4,4,4,3,4,4,4,4,4
3541,1,1,1,1,1,1,1,1,1,1,1
3542,1,1,1,1,2,2,1,2,1,2,2
3543,3,2,2,3,2,3,2,3,3,2,3
3544,2,2,1,2,2,1,2,2,2,2,2
3545,1,1,1,1,1,1,1,1,1,1,2
3546,3,4,4,3,2,3,3,3,3,3,3
3547,4,4,4,4,4,4,4,4,4,4,4
3548,1,2,2,2,2,1,1,2,1,2,2
3549,3,3,4,4,3,3,3,3,3,3,3
3550,4,4,4,4,4,4,4,4,4,4,4
3551,4,4,4,4,4,4,4,4,4,4,4
3552,3,4,3,3,4,3,3,3,3,2,3
3553,3,3,3,3,3,3,3,3,3,3,3
3554,1,2,1,1,1,1,1,1,1,1,1
3555,4,4,4,4,4,4,4,4,4,4,4
3556,3,3,2,3,3,3,3,3,3,3,3
3557,1,1,1,1,1,1,1,1,1,1,1
3558,2,3,3,2,2,2,2,2,2,2,2
3559,2,4,2,2,3,4,3,2,3,3,3
3560,2,2,2,2,2,2,2,2,2,2,2
3561,3,2,2,3,3,2,2,3,3,2,3
3562,1,1,1,1,1,1,2,1,1,1,1
3563,1,1,1,1,1,1,1,1,1,1,1
3564,2,2,3,2,2,3,3,3,3,3,3
3565,4,4,3,4,4,4,4,4,4,4,4
3566,2,3,2,2,2,2,1,1,2,2,2
3567,4,4,2,3,4,4,4,4,4,4,4
3568,2,2,2,2,2,2,1,2,2,1,2
3569,3,4,3,3,3,4,3,4,3,4,3
3570,4,4,4,4,4,3,4,4,3,3,4
3571,1,1,1,1,1,1,1,1,1,1,1
3572,1,2,1,1,1,1,1,1,1,1,1
3573,4,4,4,4,4,4,4,4,4,4,4
3574,2,2,2,2,2,2,2,2,2,2,2
3575,3,2,3,3,2,3,3,2,2,3,3
3576,3,4,3,3,3,3,3,3,2,3,3
3577,3,3,3,3,3,3,3,3,3,3,4
3578,3,3,3,3,2,2,3,3,2,2,2
3579,2,2,2,2,2,2,2,2,3,2,2
3580,2,2,2,2,2,2,2,2,2,2,2
3581,3,2,2,3,3,3,3,3,4,4,3
3582,3,3,4,3,4,3,4,4,3,3,3
3583,4,4,4,4,4,3,4,4,4,4,3
3584,1,1,1,1,1,1,1,1,1,2,1
3585,1,2,2,1,1,1,1,2,1,1,1
3586,1,2,2,1,1,1,2,1,1,1,2
3587,3,3,2,2,3,2,3,2,3,2,3
3588,2,3,2,2,2,2,2,2,2,2,2
3589,3,3,1,3,3,3,3,3,3,3,2
3590,1,1,1,1,1,1,1,1,1,1,1
3591,1,1,1,1,1,1,1,1,1,1,1
3592,2,2,2,1,1,1,2,2,2,1,1
3593,2,3,2,2,2,2,2,2,2,2,2
3594,3,4,3,3,3,3,4,3,4,3,3
3595,4,4,3,3,3,3,3,3,3,3,4
3596,4,4,4,4,4,4,4,4,4,4,4
3597,1,1,1,1,1,1,1,1,1,1,1
3598,1,1,1,1,1,1,1,1,1,1,1
3599,3,2,2,3,3,3,3,3,3,3,3
3600,2,3,3,2,2,2,2,2,2,3,2
3601,3,2,3,3,3,2,2,3,2,3,3
3602,3,3,3,3,2,2,2,3,2,3,2
3603,4,4,4,4,3,4,4,4,3,4,4
3604,3,3,3,3,3,3,3,3,3,3,3
3605,4,3,3,4,4,4,4,4,4,3,4
3606,4,4,4,4,4,4,4,4,4,4,4
3607,3,4,3,3,3,2,3,3,2,3,3
3608,4,4,3,3,4,4,3,4,4,3,4
3609,4,4,4,4,4,4,4,4,4,4,4
3610,2,2,2,2,2,2,2,3,2,2,2
3611,1,1,1,2,1,1,1,2,1,1,1
3612,2,3,2,2,2,1,2,2,1,2,2
3613,1,2,2,1,1,2,1,1,2,1,1
3614,2,1,2,2,2,3,1,2,2,2,2
3615,1,1,1,1,1,1,1,1,1,1,1
3616,2,2,1,2,1,1,2,2,1,2,2
3617,2,2,2,2,2,1,2,2,1,2,1
3618,2,3,3,2,2,3,2,2,3,3,3
3619,3,4,4,3,3,3,4,4,4,4,3
3620,1,1,1,1,1,1,1,2,1,1,1
3621,1,1,1,1,1,2,1,1,1,1,1
3622,2,1,2,2,2,3,2,2,1,2,2
3623,3,3,3,3,3,2,3,4,3,3,3
3624,3,4,3,2,3,3,3,3,3,3,3
3625,2,1,2,2,2,2,1,1,2,2,2
3626,4,4,4,4,4,4,4,4,3,4,4
3627,2,2,2,2,2,2,2,2,2,2,2
3628,2,2,3,2,2,2,2,2,2,2,2
3629,3,3,2,3,2,3,3,2,3,3,3
3630,4,4,4,4,4,3,4,4,3,4,3
3631,3,3,3,3,3,4,3,3,3,3,3
3632,2,2,2,2,2,2,2,2,2,2,2
3633,3,2,2,3,3,3,3,2,2,2,3
3634,3,3,3,3,3,3,3,3,3,3,3
3635,4,4,4,4,4,3,3,4,4,4,3
3636,4,4,4,4,4,4,4,4,4,4,4
3637,1,2,2,1,1,1,1,1,1,1,2
3638,1,1,1,1,1,1,1,1,1,1,1
3639,4,4,4,4,4,3,4,4,4,4,4
3640,4,3,4,3,4,4,3,4,3,4,4
3641,1,1,1,2,1,1,1,1,1,1,2
3642,4,2,4,4,4,4,4,4,4,4,4
3643,1,1,2,1,1,1,1,1,1,1,1
3644,3,4,3,3,3,3,3,3,3,3,4
3645,1,1,1,1,1,1,1,1,1,1,1
3646,4,3,3,4,4,3,4,4,4,4,4
3647,1,1,1,2,2,1,1,2,1,1,1
3648,3,4,3,2,3,3,3,3,3,3,3
3649,4,4,4,4,4,4,4,4,4,4,4
3650,3,3,2,3,3,3,3,3,3,3,3
3651,2,1,1,2,2,2,2,2,2,2,2
3652,4,2,4,4,4,4,3,3,3,3,4
3653,4,4,4,4,4,4,4,4,4,4,4
3654,2,2,1,2,1,2,2,1,2,2,2
3655,1,1,1,1,1,1,1,1,1,1,1
3656,3,3,3,3,2,3,2,3,2,2,2
3657,2,2,2,2,2,2,2,2,2,2,2
3658,4,4,4,4,4,4,4,4,4,4,4
3659,2,2,2,2,3,2,2,2,2,2,2
3660,1,1,1,1,1,1,1,1,1,1,1
3661,3,4,3,3,3,3,3,3,3,2,3
3662,3,3,3,3,3,3,3,3,3,2,3
3663,2,3,2,3,2,3,2,2,3,2,3
3664,1,1,1,1,1,1,1,1,1,1,1
3665,1,1,1,1,1,1,2,1,2,1,1
3666,3,3,4,3,3,2,3,3,3,3,3
3667,3,3,3,3,3,4,3,3,4,3,4
3668,2,3,2,2,2,2,2,2,2,2,2
3669,2,2,2,3,2,3,2,2,3,2,3
3670,3,4,3,3,3,3,3,3,3,3,3
3671,1,1,1,2,1,1,2,2,2,2,1
3672,4,2,4,3,4,4,4,3,4,4,4
3673,4,4,4,4,4,3,4,4,3,4,4
3674,2,2,2,2,2,2,2,1,2,2,2
3675,2,2,1,1,1,2,1,2,1,1,1
3676,2,2,1,2,2,3,2,2,2,2,2
3677,2,1,1,2,2,2,2,2,2,2,2
3678,4,4,4,3,4,3,4,4,4,4,4
3679,1,1,1,1,1,1,1,1,1,1,1
3680,3,3,3,3,3,4,3,3,3,3,4
3681,1,1,1,1,1,1,1,1,1,1,1
3682,4,4,4,4,4,4,4,4,4,4,4
3683,3,3,3,3,3,3,3,3,3,3,3
3684,2,1,2,2,2,2,1,2,2,2,2
3685,2,2,3,2,2,2,2,2,3,2,3
3686,4,4,4,4,4,4,4,4,4,4,4
3687,1,1,1,1,1,1,1,1,1,1,1
3688,4,4,4,4,4,4,4,4,4,4,4
3689,1,1,1,1,1,1,1,1,1,1,1
3690,3,2,2,2,3,2,3,3,3,3,3
3691,2,3,3,2,2,2,2,2,2,2,2
3692,3,4,4,4,3,4,4,3,4,3,4
3693,4,4,4,4,4,4,4,4,4,4,4
3694,3,3,2,2,3,3,2,2,2,2,2
3695,3,3,3,3,3,3,2,3,3,3,3
3696,4,3,3,4,4,4,4,4,4,3,4
3697,2,2,3,2,2,1,2,2,2,2,2
3698,3,3,4,3,4,3,4,4,3,4,4
3699,1,2,1,1,1,1,1,1,1,1,1
3700,1,2,1,1,1,1,1,1,2,2,1
3701,1,1,1,1,1,1,1,1,1,1,1
3702,3,2,3,3,2,2,3,2,3,3,2
3703,2,3,2,2,2,2,2,2,2,2,2
3704,1,1,1,1,1,1,1,1,1,1,1
3705,3,2,3,3,3,3,3,3,3,3,3
3706,3,2,2,2,2,2,3,2,3,3,2
3707,4,3,3,4,4,4,4,4,4,4,4
3708,2,1,1,2,2,2,1,2,1,1,2
3709,1,1,1,1,1,1,1,2,1,1,1
3710,1,1,1,1,1,1,1,1,1,1,1
3711,2,3,3,2,2,2,3,2,2,2,3
3712,2,1,1,2,2,2,2,2,2,2,2
3713,1,1,1,1,1,2,1,1,1,1,2
3714,4,4,3,3,3,3,4,4,3,4,4
3715,4,3,3,3,4,4,3,4,4,4,3
3716,1,1,1,1,1,1,1,1,1,1,1
3717,1,1,1,1,1,1,1,1,1,1,1
3718,4,4,4,4,4,3,4,3,4,4,3
3719,2,3,2,2,2,1,2,2,1,2,1
3720,1,1,1,1,1,1,1,1,1,1,1
3721,3,3,2,3,3,3,3,3,3,3,3
3722,1,1,1,1,1,1,1,1,1,1,1
3723,2,1,1,1,2,2,2,1,1,2,1
3724,2,1,2,2,1,2,1,2,1,2,2
3725,4,3,3,4,4,4,4,3,4,3,4
3726,1,1,1,1,1,1,1,1,1,1,1
3727,1,1,1,1,1,2,1,1,1,1,1
3728,1,1,1,1,1,1,1,1,1,1,1
3729,2,2,1,2,2,2,2,2,2,2,2
3730,2,3,3,3,2,3,3,2,2,3,3
3731,3,4,4,3,4,3,4,3,4,4,3
3732,2,3,2,2,2,2,2,2,2,1,2
3733,1,1,1,1,1,1,1,1,1,1,2
3734,1,1,1,1,1,1,1,1,1,1,1
3735,1,1,1,1,1,1,1,1,1,1,1
3736,2,1,1,2,2,2,2,2,2,2,2
3737,3,4,4,3,3,3,3,3,3,3,3
3738,3,4,3,3,3,4,3,4,4,3,4
3739,1,1,1,1,1,1,1,1,1,1,1
3740,1,2,2,1,1,1,1,1,1,1,1
3741,4,3,4,4,4,4,4,4,4,4,4
3742,3,2,3,3,2,3,3,3,2,2,3
3743,4,4,4,4,4,4,4,4,4,4,4
3744,3,3,3,2,2,3,3,3,2,3,3
3745,4,4,4,4,4,4,4,4,4,4,4
3746,4,3,4,4,4,3,3,3,4,4,4
3747,4,3,4,4,4,4,4,4,4,4,4
3748,1,1,1,1,1,1,1,1,1,1,1
3749,2,3,2,2,2,2,2,2,2,3,2
3750,1,1,1,1,1,1,1,1,1,1,1
3751,4,2,3,4,4,4,4,4,4,4,4
3752,4,3,4,4,4,3,4,3,4,4,4
3753,3,3,2,3,2,2,3,2,2,3,2
3754,2,1,2,2,2,2,2,2,2,2,2
3755,2,2,2,2,2,2,2,2,2,2,2
3756,1,1,1,1,1,1,1,1,1,1,1
3757,2,2,2,2,2,2,2,2,2,2,2
3758,1,1,1,1,1,1,1,1,1,1,1
3759,1,1,1,1,1,1,1,1,1,1,1
3760,1,2,1,1,1,1,1,1,1,1,1
3761,3,4,3,3,3,4,3,3,3,3,4
3762,3,3,4,3,4,3,3,4,3,4,3
3763,3,2,3,3,3,3,3,3,3,3,3
3764,1,1,1,1,1,2,1,2,1,1,2
3765,2,2,1,2,2,3,2,2,3,2,2
3766,4,4,4,4,4,4,4,4,4,4,4
3767,2,2,3,3,2,2,2,3,3,2,3
3768,2,3,3,2,2,1,2,2,2,2,2
3769,3,1,3,3,2,3,2,2,2,2,2
3770,1,1,1,1,1,1,1,1,1,1,1
3771,3,4,3,3,3,3,3,3,4,3,3
3772,1,2,1,1,1,1,1,1,1,1,1
3773,3,3,3,3,3,3,3,3,3,3,3
3774,1,2,1,2,2,1,1,2,1,2,1
3775,1,1,1,1,1,1,1,1,1,1,1
3776,4,2,3,3,4,3,4,4,4,4,3
3777,4,4,4,3,4,4,4,3,3,4,4
3778,1,1,1,1,1,1,1,1,1,1,1
3779,2,3,2,2,2,2,3,2,2,3,2
3780,4,4,4,4,4,4,4,4,4,4,4
3781,4,4,4,4,4,4,3,4,3,4,4
3782,2,3,2,2,2,3,3,2,2,2,3
3783,4,4,4,3,4,4,3,4,4,3,3
3784,3,3,4,3,3,2,3,3,2,3,3
3785,3,2,3,3,3,2,3,3,3,3,3
3786,4,4,4,4,4,4,4,4,4,4,4
3787,2,3,3,3,3,2,4,3,3,3,2
3788,4,4,4,4,4,4,4,3,4,4,4
3789,4,4,4,4,4,4,4,4,4,4,4
3790,2,2,2,2,2,2,2,2,2,3,2
3791,1,1,2,1,1,1,1,1,1,1,1
3792,4,4,4,4,4,4,4,4,4,4,4
3793,3,2,2,2,3,4,3,3,3,2,3
3794,4,4,4,4,4,4,4,4,4,4,4
3795,3,3,3,3,3,3,4,3,3,3,3
3796,4,4,4,4,4,4,4,4,4,4,4
3797,2,2,3,3,2,2,2,3,2,2,3
3798,2,3,3,2,2,2,2,2,2,1,2
3799,1,1,1,1,1,1,1,1,1,1,1
3800,1,2,1,1,1,1,2,1,1,1,1
3801,3,4,4,3,3,3,3,3,3,4,3
3802,2,3,2,2,2,2,3,2,2,3,2
3803,3,1,3,3,3,2,3,3,3,3,3
3804,3,2,2,3,2,3,3,3,3,2,3
3805,4,3,3,4,4,4,4,4,4,4,4
3806,2,3,3,2,2,2,3,2,2,2,2
3807,3,3,4,3,3,3,3,4,3,4,3
3808,1,1,1,1,1,1,1,1,1,1,1
3809,4,4,4,4,4,4,4,4,4,4,4
3810,1,1,1,1,1,1,1,1,1,1,1
3811,3,3,3,3,3,3,4,4,4,3,4
3812,3,2,3,3,3,3,3,3,3,3,3
3813,2,2,3,2,2,2,3,2,2,2,2
3814,4,3,4,4,4,4,3,4,3,3,4
3815,2,2,2,2,2,2,3,2,2,2,2
3816,4,4,4,4,4,4,4,4,4,4,4
3817,1,1,1,1,1,1,1,1,1,1,1
3818,3,3,3,3,3,4,3,4,3,3,4
3819,1,1,1,1,1,1,1,1,1,1,1
3820,3,3,4,3,3,3,3,2,3,2,3
3821,4,3,4,4,3,4,3,4,4,4,3
3822,1,1,1,1,1,1,1,1,1,1,1
3823,1,1,1,1,1,1,1,1,1,1,1
3824,4,4,4,4,4,4,4,4,4,4,4
3825,1,1,1,1,1,1,1,1,1,1,1
3826,1,1,1,1,1,1,1,1,1,1,1
3827,4,4,4,3,3,4,4,4,4,4,3
3828,3,3,2,3,4,2,2,3,3,3,3
3829,1,1,1,1,1,1,1,1,1,1,1
3830,3,3,3,3,4,4,3,3,3,3,4
3831,3,3,4,4,4,3,3,4,4,4,4
3832,4,4,4,4,4,4,4,4,4,4,4
3833,1,2,1,1,1,1,1,1,1,1,1
3834,2,3,2,2,2,2,2,2,2,2,2
3835,3,3,3,4,4,4,3,3,3,3,3
3836,3,4,2,4,3,3,4,3,3,3,3
3837,1,1,1,1,1,1,1,1,1,1,1
3838,4,4,4,4,4,4,4,4,4,4,4
3839,3,2,2,3,2,3,3,2,3,3,3
3840,3,3,3,4,4,4,4,4,3,3,3
3841,2,3,2,2,2,1,2,2,2,2,2
3842,1,1,1,1,1,1,1,1,1,2,1
3843,3,4,3,3,4,3,3,4,3,3,3
3844,3,2,2,3,2,2,3,3,3,2,2
3845,1,1,1,1,1,1,1,1,1,1,1
3846,2,3,3,3,3,3,3,3,3,2,3
3847,4,3,4,3,4,4,4,4,4,3,3
3848,3,3,3,3,3,4,3,3,3,3,3
3849,2,4,3,2,2,3,2,2,1,2,2
3850,2,3,3,2,2,2,2,3,3,3,2
3851,4,4,4,4,4,4,4,4,4,4,4
3852,1,1,1,1,1,1,1,1,1,1,1
3853,2,2,2,2,2,2,2,2,2,3,2
3854,2,2,2,2,2,2,2,2,2,2,2
3855,1,1,1,1,1,1,1,1,1,1,1
3856,4,4,4,4,4,4,4,4,4,4,4
3857,3,3,3,3,3,3,3,3,3,3,3
3858,2,2,2,2,2,3,2,2,2,2,2
3859,2,2,1,1,1,2,2,1,2,1,1
3860,2,2,2,2,2,1,2,2,2,2,2
3861,1,1,1,1,1,1,1,1,1,1,1
3862,1,2,1,1,1,1,1,1,1,1,1
3863,1,1,1,1,1,1,1,1,1,1,1
3864,2,2,2,2,2,2,2,2,2,2,2
3865,1,1,1,1,1,1,1,1,1,1,1
3866,3,2,3,3,3,3,3,3,2,3,3
3867,1,1,1,1,2,1,1,2,1,2,1
3868,2,2,2,2,3,2,3,2,2,2,2
3869,3,4,4,4,3,3,4,3,4,4,3
3870,4,4,4,4,4,4,3,4,4,4,4
3871,2,2,2,1,2,2,2,2,2,1,1
3872,3,3,3,3,3,3,3,3,3,3,3
3873,2,2,2,2,2,2,2,3,3,2,3
3874,2,2,2,2,2,2,2,3,2,2,2
3875,4,3,4,4,4,4,4,4,4,4,4
3876,2,2,2,2,2,2,2,2,2,2,2
3877,2,3,3,3,3,3,3,3,3,2,3
3878,1,1,1,1,1,1,1,1,1,1,1
3879,4,3,4,4,4,4,4,4,4,4,4
3880,2,4,2,3,2,2,2,2,2,2,2
3881,4,3,4,4,4,4,4,4,4,4,4
3882,3,3,3,4,3,3,3,4,4,3,3
3883,2,2,2,1,1,2,1,1,2,1,1
3884,3,3,3,3,3,3,3,3,4,3,3
3885,3,2,3,3,3,4,3,3,3,3,3
3886,3,3,3,2,3,3,3,2,3,3,3
3887,4,4,4,4,4,4,4,4,4,4,4
3888,4,3,4,4,4,4,4,4,4,4,4
3889,3,3,3,4,3,3,4,3,4,3,3
3890,1,1,1,1,1,1,1,1,1,1,1
3891,3,3,3,3,3,2,2,3,3,3,3
3892,4,4,4,4,4,4,4,4,4,4,4
3893,2,2,1,2,2,2,2,2,2,2,2
3894,1,1,1,2,1,1,2,2,1,2,1
3895,1,1,1,1,1,1,1,1,1,1,1
3896,1,1,1,1,1,1,1,1,1,1,1
3897,1,1,1,1,1,1,1,1,1,1,1
3898,1,1,1,1,1,1,1,1,1,1,1
3899,4,4,3,4,4,4,4,4,4,4,4
3900,2,3,3,3,3,3,3,2,2,3,2
3901,1,1,1,1,1,1,1,1,1,1,1
3902,1,3,2,2,1,1,1,1,2,2,1
3903,4,4,4,4,4,3,4,4,3,3,4
3904,3,3,3,3,3,4,3,3,3,3,3
3905,4,4,4,4,4,4,4,4,4,4,4
3906,1,2,2,2,2,2,1,2,1,2,1
